worker_id,state,industry,gender,education_level,experience_years,actual_monthly_wage,min_wage_standard,fair_wage_estimate,wage_gap,gap_percentage,is_underpaid,fair_wage_gap,fair_wage_gap_pct,gender_discriminated
33764,Maharashtra,Agriculture,Male,Graduate,25,34178,20400,32000,-13778,-67.54,0,-2178,-6.81,0
33765,Maharashtra,Agriculture,Female,10th Pass,13,15008,20400,14000,5392,26.43,1,-1008,-7.2,1
33766,Gujarat,Agriculture,Female,Illiterate,9,8047,21600,7000,13553,62.75,1,-1047,-14.96,1
33767,Maharashtra,Mining,Male,5th Pass,17,15532,20400,9000,4868,23.86,1,-6532,-72.58,0
33768,Uttar Pradesh,Textiles,Male,5th Pass,6,10157,19500,9000,9343,47.91,1,-1157,-12.86,0
33769,Gujarat,Services,Female,12th Pass,2,15460,21600,18000,6140,28.43,1,2540,14.11,0
33770,Rajasthan,Machinery,Male,Diploma,22,26304,19500,22000,-6804,-34.89,0,-4304,-19.56,0
33771,Gujarat,Agriculture,Male,Illiterate,3,6961,21600,7000,14639,67.77,1,39,0.56,0
33772,Rajasthan,Agriculture,Male,10th Pass,9,19631,19500,14000,-131,-0.67,0,-5631,-40.22,0
33773,Karnataka,Metals,Male,12th Pass,9,20277,21600,18000,1323,6.12,1,-2277,-12.65,0
33774,Uttar Pradesh,Machinery,Male,10th Pass,14,16038,19500,14000,3462,17.75,1,-2038,-14.56,0
33775,Gujarat,Retail,Male,12th Pass,6,19893,21600,18000,1707,7.9,1,-1893,-10.52,0
33776,Karnataka,Services,Female,5th Pass,8,11439,21600,9000,10161,47.04,1,-2439,-27.1,1
33777,Karnataka,Manufacturing,Male,10th Pass,34,27861,21600,14000,-6261,-28.99,0,-13861,-99.01,0
33778,Odisha,Mining,Male,10th Pass,9,14928,17500,14000,2572,14.7,1,-928,-6.63,0
33779,Maharashtra,Metals,Female,Graduate,12,30241,20400,32000,-9841,-48.24,0,1759,5.5,0
33780,Uttar Pradesh,Agriculture,Male,Illiterate,24,15391,19500,7000,4109,21.07,1,-8391,-119.87,0
33781,Jharkhand,Construction,Male,10th Pass,5,14350,17800,14000,3450,19.38,1,-350,-2.5,0
33782,Telangana,Agriculture,Female,5th Pass,23,11067,19500,9000,8433,43.25,1,-2067,-22.97,1
33783,Chhattisgarh,Construction,Male,5th Pass,6,10371,22500,9000,12129,53.91,1,-1371,-15.23,0
33784,West Bengal,Services,Male,12th Pass,13,21492,20400,18000,-1092,-5.35,0,-3492,-19.4,0
33785,Maharashtra,IT Services,Male,Graduate,3,33102,20400,32000,-12702,-62.26,0,-1102,-3.44,0
33786,Uttar Pradesh,Services,Male,12th Pass,0,15334,19500,18000,4166,21.36,1,2666,14.81,0
33787,Uttar Pradesh,Agriculture,Male,12th Pass,22,19746,19500,18000,-246,-1.26,0,-1746,-9.7,0
33788,Punjab,Agriculture,Male,Illiterate,28,12681,18500,7000,5819,31.45,1,-5681,-81.16,0
33789,Maharashtra,Food Processing,Male,12th Pass,6,18472,20400,18000,1928,9.45,1,-472,-2.62,0
33790,Assam,Food Processing,Male,5th Pass,10,13007,16800,9000,3793,22.58,1,-4007,-44.52,0
33791,Odisha,Food Processing,Male,Illiterate,15,11608,17500,7000,5892,33.67,1,-4608,-65.83,0
33792,Karnataka,Food Processing,Male,5th Pass,6,10898,21600,9000,10702,49.55,1,-1898,-21.09,0
33793,Gujarat,Food Processing,Male,12th Pass,8,24272,21600,18000,-2672,-12.37,0,-6272,-34.84,0
33794,Karnataka,Manufacturing,Female,5th Pass,3,8061,21600,9000,13539,62.68,1,939,10.43,1
33795,Jharkhand,Construction,Male,12th Pass,15,24709,17800,18000,-6909,-38.81,0,-6709,-37.27,0
33796,Assam,Manufacturing,Male,5th Pass,11,14657,16800,9000,2143,12.76,1,-5657,-62.86,0
33797,Assam,Textiles,Female,Diploma,13,21717,16800,22000,-4917,-29.27,0,283,1.29,0
33798,West Bengal,Manufacturing,Male,10th Pass,3,13012,20400,14000,7388,36.22,1,988,7.06,0
33799,Jharkhand,Metals,Male,12th Pass,5,22845,17800,18000,-5045,-28.34,0,-4845,-26.92,0
33800,Punjab,Metals,Male,12th Pass,13,25037,18500,18000,-6537,-35.34,0,-7037,-39.09,0
33801,Gujarat,Agriculture,Female,5th Pass,24,11315,21600,9000,10285,47.62,1,-2315,-25.72,1
33802,Maharashtra,Leather,Male,12th Pass,17,23021,20400,18000,-2621,-12.85,0,-5021,-27.89,0
33803,West Bengal,Chemicals,Male,10th Pass,19,19172,20400,14000,1228,6.02,1,-5172,-36.94,0
33804,Haryana,Chemicals,Male,5th Pass,11,14700,20400,9000,5700,27.94,1,-5700,-63.33,0
33805,Maharashtra,Services,Female,10th Pass,10,14379,20400,14000,6021,29.51,1,-379,-2.71,1
33806,Telangana,Retail,Female,Graduate,12,28749,19500,32000,-9249,-47.43,0,3251,10.16,0
33807,Karnataka,Small Manufacturing,Male,10th Pass,2,14949,21600,14000,6651,30.79,1,-949,-6.78,0
33808,Gujarat,Agriculture,Male,10th Pass,28,19416,21600,14000,2184,10.11,1,-5416,-38.69,0
33809,Karnataka,Silk,Female,Illiterate,12,8185,21600,7000,13415,62.11,1,-1185,-16.93,1
33810,Maharashtra,Machinery,Male,5th Pass,15,13140,20400,9000,7260,35.59,1,-4140,-46.0,0
33811,Odisha,Construction,Male,Illiterate,11,8977,17500,7000,8523,48.7,1,-1977,-28.24,0
33812,Madhya Pradesh,Agriculture,Male,Illiterate,9,9778,18000,7000,8222,45.68,1,-2778,-39.69,0
33813,Madhya Pradesh,IT Services,Male,Diploma,8,22674,18000,22000,-4674,-25.97,0,-674,-3.06,0
33814,Rajasthan,Manufacturing,Male,10th Pass,11,19760,19500,14000,-260,-1.33,0,-5760,-41.14,0
33815,Rajasthan,Agriculture,Male,12th Pass,0,20033,19500,18000,-533,-2.73,0,-2033,-11.29,0
33816,Punjab,IT Services,Male,Graduate,8,31071,18500,32000,-12571,-67.95,0,929,2.9,0
33817,Maharashtra,Leather,Male,10th Pass,8,15416,20400,14000,4984,24.43,1,-1416,-10.11,0
33818,Maharashtra,Retail,Female,10th Pass,13,13266,20400,14000,7134,34.97,1,734,5.24,1
33819,Uttar Pradesh,Services,Female,12th Pass,1,17088,19500,18000,2412,12.37,1,912,5.07,0
33820,Telangana,Chemicals,Male,Graduate,11,34818,19500,32000,-15318,-78.55,0,-2818,-8.81,0
33821,Maharashtra,Mining,Male,5th Pass,9,9986,20400,9000,10414,51.05,1,-986,-10.96,0
33822,Rajasthan,Mining,Female,10th Pass,18,18525,19500,14000,975,5.0,1,-4525,-32.32,0
33823,Assam,Agriculture,Male,Illiterate,13,11895,16800,7000,4905,29.2,1,-4895,-69.93,0
33824,Madhya Pradesh,Textiles,Female,10th Pass,14,17752,18000,14000,248,1.38,1,-3752,-26.8,0
33825,Punjab,Manufacturing,Female,Diploma,19,25887,18500,22000,-7387,-39.93,0,-3887,-17.67,0
33826,Maharashtra,Small Manufacturing,Male,12th Pass,2,14981,20400,18000,5419,26.56,1,3019,16.77,0
33827,Maharashtra,Agriculture,Male,10th Pass,7,13725,20400,14000,6675,32.72,1,275,1.96,0
33828,Maharashtra,Agriculture,Male,5th Pass,24,16887,20400,9000,3513,17.22,1,-7887,-87.63,0
33829,Madhya Pradesh,Chemicals,Male,12th Pass,16,20395,18000,18000,-2395,-13.31,0,-2395,-13.31,0
33830,Assam,Retail,Male,Illiterate,7,10226,16800,7000,6574,39.13,1,-3226,-46.09,0
33831,Tamil Nadu,IT Services,Female,Graduate,2,26824,18000,32000,-8824,-49.02,0,5176,16.18,0
33832,Uttar Pradesh,Manufacturing,Female,Illiterate,14,9602,19500,7000,9898,50.76,1,-2602,-37.17,1
33833,Gujarat,Construction,Male,12th Pass,10,25179,21600,18000,-3579,-16.57,0,-7179,-39.88,0
33834,Maharashtra,Services,Male,12th Pass,9,19110,20400,18000,1290,6.32,1,-1110,-6.17,0
33835,Karnataka,Machinery,Male,Diploma,25,24715,21600,22000,-3115,-14.42,0,-2715,-12.34,0
33836,Uttar Pradesh,Agriculture,Female,12th Pass,24,20575,19500,18000,-1075,-5.51,0,-2575,-14.31,0
33837,Uttar Pradesh,Retail,Male,12th Pass,6,19145,19500,18000,355,1.82,1,-1145,-6.36,0
33838,Uttar Pradesh,Agriculture,Male,5th Pass,15,13584,19500,9000,5916,30.34,1,-4584,-50.93,0
33839,Karnataka,Textiles,Male,5th Pass,8,12066,21600,9000,9534,44.14,1,-3066,-34.07,0
33840,Haryana,Manufacturing,Male,Illiterate,5,8338,20400,7000,12062,59.13,1,-1338,-19.11,0
33841,Uttar Pradesh,Mining,Male,5th Pass,15,12325,19500,9000,7175,36.79,1,-3325,-36.94,0
33842,Uttar Pradesh,Mining,Male,Diploma,16,22620,19500,22000,-3120,-16.0,0,-620,-2.82,0
33843,Telangana,Food Processing,Male,Illiterate,7,7493,19500,7000,12007,61.57,1,-493,-7.04,0
33844,West Bengal,Agriculture,Male,Diploma,20,27860,20400,22000,-7460,-36.57,0,-5860,-26.64,0
33845,Punjab,Chemicals,Male,Graduate,26,47445,18500,32000,-28945,-156.46,0,-15445,-48.27,0
33846,Maharashtra,Construction,Male,5th Pass,5,12034,20400,9000,8366,41.01,1,-3034,-33.71,0
33847,Maharashtra,Agriculture,Male,Illiterate,7,10169,20400,7000,10231,50.15,1,-3169,-45.27,0
33848,Maharashtra,Chemicals,Male,Graduate,7,27694,20400,32000,-7294,-35.75,0,4306,13.46,0
33849,Gujarat,Services,Female,12th Pass,10,19087,21600,18000,2513,11.63,1,-1087,-6.04,0
33850,Tamil Nadu,Textiles,Male,Illiterate,11,10457,18000,7000,7543,41.91,1,-3457,-49.39,0
33851,Maharashtra,Leather,Female,5th Pass,13,11019,20400,9000,9381,45.99,1,-2019,-22.43,1
33852,Chhattisgarh,Retail,Male,5th Pass,16,14810,22500,9000,7690,34.18,1,-5810,-64.56,0
33853,Gujarat,Construction,Male,5th Pass,4,12162,21600,9000,9438,43.69,1,-3162,-35.13,0
33854,Telangana,Construction,Male,10th Pass,11,16405,19500,14000,3095,15.87,1,-2405,-17.18,0
33855,Gujarat,Agriculture,Male,10th Pass,17,19858,21600,14000,1742,8.06,1,-5858,-41.84,0
33856,Gujarat,Agriculture,Male,10th Pass,19,16938,21600,14000,4662,21.58,1,-2938,-20.99,0
33857,Punjab,Manufacturing,Male,Illiterate,24,16195,18500,7000,2305,12.46,1,-9195,-131.36,0
33858,Haryana,Leather,Female,10th Pass,12,15530,20400,14000,4870,23.87,1,-1530,-10.93,0
33859,Maharashtra,Food Processing,Male,5th Pass,2,9495,20400,9000,10905,53.46,1,-495,-5.5,0
33860,Uttar Pradesh,Construction,Male,10th Pass,7,16064,19500,14000,3436,17.62,1,-2064,-14.74,0
33861,Punjab,Agriculture,Male,10th Pass,25,19316,18500,14000,-816,-4.41,0,-5316,-37.97,0
33862,Jharkhand,Services,Female,10th Pass,3,10508,17800,14000,7292,40.97,1,3492,24.94,1
33863,Uttar Pradesh,Textiles,Female,Illiterate,0,6742,19500,7000,12758,65.43,1,258,3.69,1
33864,Uttar Pradesh,Food Processing,Female,Diploma,16,23450,19500,22000,-3950,-20.26,0,-1450,-6.59,0
33865,West Bengal,Small Manufacturing,Female,12th Pass,9,14991,20400,18000,5409,26.51,1,3009,16.72,1
33866,Uttar Pradesh,Textiles,Male,10th Pass,6,13623,19500,14000,5877,30.14,1,377,2.69,0
33867,Madhya Pradesh,Textiles,Female,5th Pass,8,10124,18000,9000,7876,43.76,1,-1124,-12.49,1
33868,Rajasthan,Textiles,Female,12th Pass,0,13392,19500,18000,6108,31.32,1,4608,25.6,1
33869,Maharashtra,Construction,Male,5th Pass,13,10605,20400,9000,9795,48.01,1,-1605,-17.83,0
33870,West Bengal,Machinery,Male,10th Pass,8,17312,20400,14000,3088,15.14,1,-3312,-23.66,0
33871,Uttar Pradesh,Agriculture,Male,Diploma,26,26334,19500,22000,-6834,-35.05,0,-4334,-19.7,0
33872,Haryana,Retail,Male,12th Pass,12,25280,20400,18000,-4880,-23.92,0,-7280,-40.44,0
33873,Gujarat,Construction,Male,5th Pass,0,10040,21600,9000,11560,53.52,1,-1040,-11.56,0
33874,Karnataka,Retail,Male,Post-Graduate,10,39272,21600,45000,-17672,-81.81,0,5728,12.73,0
33875,Telangana,Textiles,Female,12th Pass,4,19131,19500,18000,369,1.89,1,-1131,-6.28,0
33876,Rajasthan,Manufacturing,Male,5th Pass,12,10736,19500,9000,8764,44.94,1,-1736,-19.29,0
33877,Maharashtra,Leather,Female,Illiterate,10,8366,20400,7000,12034,58.99,1,-1366,-19.51,1
33878,Odisha,Agriculture,Male,5th Pass,16,11057,17500,9000,6443,36.82,1,-2057,-22.86,0
33879,West Bengal,Retail,Male,10th Pass,3,15239,20400,14000,5161,25.3,1,-1239,-8.85,0
33880,Chhattisgarh,Agriculture,Male,Illiterate,17,11934,22500,7000,10566,46.96,1,-4934,-70.49,0
33881,Karnataka,Retail,Male,12th Pass,14,26140,21600,18000,-4540,-21.02,0,-8140,-45.22,0
33882,West Bengal,Manufacturing,Female,12th Pass,13,17222,20400,18000,3178,15.58,1,778,4.32,0
33883,Uttar Pradesh,Construction,Male,10th Pass,3,17052,19500,14000,2448,12.55,1,-3052,-21.8,0
33884,Assam,Agriculture,Male,10th Pass,13,17123,16800,14000,-323,-1.92,0,-3123,-22.31,0
33885,Uttar Pradesh,Food Processing,Male,10th Pass,2,14219,19500,14000,5281,27.08,1,-219,-1.56,0
33886,Madhya Pradesh,Manufacturing,Male,12th Pass,19,26369,18000,18000,-8369,-46.49,0,-8369,-46.49,0
33887,Tamil Nadu,Agriculture,Female,12th Pass,16,21086,18000,18000,-3086,-17.14,0,-3086,-17.14,0
33888,Uttar Pradesh,Silk,Female,Illiterate,11,7712,19500,7000,11788,60.45,1,-712,-10.17,1
33889,Haryana,IT Services,Female,Graduate,6,23563,20400,32000,-3163,-15.5,0,8437,26.37,0
33890,Maharashtra,Retail,Male,12th Pass,10,18364,20400,18000,2036,9.98,1,-364,-2.02,0
33891,Uttar Pradesh,Leather,Female,5th Pass,0,8201,19500,9000,11299,57.94,1,799,8.88,1
33892,Karnataka,Agriculture,Male,5th Pass,22,14458,21600,9000,7142,33.06,1,-5458,-60.64,0
33893,Telangana,Manufacturing,Male,5th Pass,12,12105,19500,9000,7395,37.92,1,-3105,-34.5,0
33894,West Bengal,Textiles,Male,10th Pass,12,15373,20400,14000,5027,24.64,1,-1373,-9.81,0
33895,Madhya Pradesh,Textiles,Female,10th Pass,20,16124,18000,14000,1876,10.42,1,-2124,-15.17,0
33896,Uttar Pradesh,Agriculture,Female,5th Pass,9,8501,19500,9000,10999,56.41,1,499,5.54,1
33897,Gujarat,Agriculture,Female,5th Pass,12,10218,21600,9000,11382,52.69,1,-1218,-13.53,1
33898,Maharashtra,Textiles,Male,5th Pass,17,16497,20400,9000,3903,19.13,1,-7497,-83.3,0
33899,West Bengal,IT Services,Female,Graduate,8,28051,20400,32000,-7651,-37.5,0,3949,12.34,0
33900,Uttar Pradesh,Textiles,Male,10th Pass,8,18591,19500,14000,909,4.66,1,-4591,-32.79,0
33901,Uttar Pradesh,Agriculture,Female,5th Pass,15,10963,19500,9000,8537,43.78,1,-1963,-21.81,1
33902,Tamil Nadu,Services,Male,10th Pass,13,21186,18000,14000,-3186,-17.7,0,-7186,-51.33,0
33903,Karnataka,Manufacturing,Male,Diploma,21,29609,21600,22000,-8009,-37.08,0,-7609,-34.59,0
33904,Uttar Pradesh,Agriculture,Female,5th Pass,15,12728,19500,9000,6772,34.73,1,-3728,-41.42,1
33905,Gujarat,Mining,Male,12th Pass,13,23559,21600,18000,-1959,-9.07,0,-5559,-30.88,0
33906,Assam,Food Processing,Male,10th Pass,7,15082,16800,14000,1718,10.23,1,-1082,-7.73,0
33907,Rajasthan,Construction,Male,Illiterate,7,9806,19500,7000,9694,49.71,1,-2806,-40.09,0
33908,Assam,Retail,Female,12th Pass,20,20440,16800,18000,-3640,-21.67,0,-2440,-13.56,0
33909,Telangana,Metals,Male,5th Pass,23,16649,19500,9000,2851,14.62,1,-7649,-84.99,0
33910,Chhattisgarh,Textiles,Female,5th Pass,26,13133,22500,9000,9367,41.63,1,-4133,-45.92,1
33911,Rajasthan,Retail,Male,Graduate,3,29271,19500,32000,-9771,-50.11,0,2729,8.53,0
33912,Gujarat,Services,Male,Diploma,5,23717,21600,22000,-2117,-9.8,0,-1717,-7.8,0
33913,Odisha,Metals,Male,10th Pass,0,16099,17500,14000,1401,8.01,1,-2099,-14.99,0
33914,Maharashtra,Construction,Male,Illiterate,5,9289,20400,7000,11111,54.47,1,-2289,-32.7,0
33915,West Bengal,Construction,Male,10th Pass,4,14261,20400,14000,6139,30.09,1,-261,-1.86,0
33916,Maharashtra,Textiles,Female,5th Pass,6,8177,20400,9000,12223,59.92,1,823,9.14,1
33917,Assam,Food Processing,Female,Illiterate,19,11869,16800,7000,4931,29.35,1,-4869,-69.56,1
33918,West Bengal,Chemicals,Female,Diploma,22,26774,20400,22000,-6374,-31.25,0,-4774,-21.7,0
33919,Punjab,Chemicals,Male,12th Pass,15,26253,18500,18000,-7753,-41.91,0,-8253,-45.85,0
33920,Maharashtra,Agriculture,Male,12th Pass,7,21206,20400,18000,-806,-3.95,0,-3206,-17.81,0
33921,Telangana,Agriculture,Male,5th Pass,22,17265,19500,9000,2235,11.46,1,-8265,-91.83,0
33922,Gujarat,Agriculture,Male,5th Pass,16,13694,21600,9000,7906,36.6,1,-4694,-52.16,0
33923,Odisha,Chemicals,Female,12th Pass,7,15056,17500,18000,2444,13.97,1,2944,16.36,1
33924,West Bengal,Retail,Male,10th Pass,13,17997,20400,14000,2403,11.78,1,-3997,-28.55,0
33925,Punjab,Agriculture,Female,Illiterate,8,6767,18500,7000,11733,63.42,1,233,3.33,1
33926,West Bengal,Machinery,Male,Diploma,11,28509,20400,22000,-8109,-39.75,0,-6509,-29.59,0
33927,Chhattisgarh,Agriculture,Female,10th Pass,22,14352,22500,14000,8148,36.21,1,-352,-2.51,1
33928,Uttar Pradesh,Silk,Female,5th Pass,6,8034,19500,9000,11466,58.8,1,966,10.73,1
33929,Haryana,Agriculture,Male,5th Pass,6,10712,20400,9000,9688,47.49,1,-1712,-19.02,0
33930,Chhattisgarh,Food Processing,Male,10th Pass,2,16556,22500,14000,5944,26.42,1,-2556,-18.26,0
33931,Telangana,IT Services,Male,Graduate,6,38739,19500,32000,-19239,-98.66,0,-6739,-21.06,0
33932,Maharashtra,Construction,Male,Diploma,13,25249,20400,22000,-4849,-23.77,0,-3249,-14.77,0
33933,Maharashtra,Agriculture,Male,10th Pass,11,17504,20400,14000,2896,14.2,1,-3504,-25.03,0
33934,Odisha,Machinery,Male,Graduate,19,31434,17500,32000,-13934,-79.62,0,566,1.77,0
33935,Uttar Pradesh,Agriculture,Male,Illiterate,16,14108,19500,7000,5392,27.65,1,-7108,-101.54,0
33936,Jharkhand,Retail,Male,12th Pass,16,21942,17800,18000,-4142,-23.27,0,-3942,-21.9,0
33937,Maharashtra,Machinery,Male,Graduate,12,34611,20400,32000,-14211,-69.66,0,-2611,-8.16,0
33938,Tamil Nadu,Retail,Female,12th Pass,2,17638,18000,18000,362,2.01,1,362,2.01,0
33939,Uttar Pradesh,Leather,Female,Illiterate,8,9551,19500,7000,9949,51.02,1,-2551,-36.44,1
33940,West Bengal,Construction,Male,10th Pass,13,20323,20400,14000,77,0.38,1,-6323,-45.16,0
33941,Rajasthan,Manufacturing,Male,12th Pass,19,19058,19500,18000,442,2.27,1,-1058,-5.88,0
33942,Uttar Pradesh,Textiles,Female,Illiterate,0,4905,19500,7000,14595,74.85,1,2095,29.93,1
33943,Maharashtra,Agriculture,Male,12th Pass,21,24169,20400,18000,-3769,-18.48,0,-6169,-34.27,0
33944,Maharashtra,Services,Male,10th Pass,5,17076,20400,14000,3324,16.29,1,-3076,-21.97,0
33945,West Bengal,Mining,Male,12th Pass,10,21541,20400,18000,-1141,-5.59,0,-3541,-19.67,0
33946,Rajasthan,Services,Female,12th Pass,10,20657,19500,18000,-1157,-5.93,0,-2657,-14.76,0
33947,Rajasthan,Small Manufacturing,Female,Illiterate,14,10864,19500,7000,8636,44.29,1,-3864,-55.2,1
33948,Rajasthan,Silk,Female,10th Pass,0,11108,19500,14000,8392,43.04,1,2892,20.66,1
33949,Maharashtra,Retail,Female,12th Pass,14,15439,20400,18000,4961,24.32,1,2561,14.23,0
33950,Rajasthan,Construction,Male,Illiterate,13,10834,19500,7000,8666,44.44,1,-3834,-54.77,0
33951,Uttar Pradesh,Manufacturing,Male,5th Pass,13,15126,19500,9000,4374,22.43,1,-6126,-68.07,0
33952,Maharashtra,Chemicals,Female,12th Pass,17,22842,20400,18000,-2442,-11.97,0,-4842,-26.9,0
33953,Uttar Pradesh,IT Services,Female,Graduate,0,29535,19500,32000,-10035,-51.46,0,2465,7.7,0
33954,Telangana,Manufacturing,Female,10th Pass,19,17673,19500,14000,1827,9.37,1,-3673,-26.24,0
33955,Uttar Pradesh,Agriculture,Female,5th Pass,5,7728,19500,9000,11772,60.37,1,1272,14.13,1
33956,Telangana,Construction,Male,10th Pass,6,17501,19500,14000,1999,10.25,1,-3501,-25.01,0
33957,Assam,Construction,Male,Illiterate,9,9541,16800,7000,7259,43.21,1,-2541,-36.3,0
33958,Telangana,Metals,Male,10th Pass,3,14420,19500,14000,5080,26.05,1,-420,-3.0,0
33959,West Bengal,Agriculture,Male,5th Pass,22,16006,20400,9000,4394,21.54,1,-7006,-77.84,0
33960,Assam,Small Manufacturing,Male,5th Pass,9,11383,16800,9000,5417,32.24,1,-2383,-26.48,0
33961,Maharashtra,Manufacturing,Male,5th Pass,15,13050,20400,9000,7350,36.03,1,-4050,-45.0,0
33962,Uttar Pradesh,Construction,Male,10th Pass,9,13840,19500,14000,5660,29.03,1,160,1.14,0
33963,Jharkhand,Textiles,Female,5th Pass,17,11744,17800,9000,6056,34.02,1,-2744,-30.49,1
33964,Karnataka,Metals,Male,12th Pass,9,21315,21600,18000,285,1.32,1,-3315,-18.42,0
33965,Haryana,Food Processing,Male,10th Pass,12,16223,20400,14000,4177,20.48,1,-2223,-15.88,0
33966,Odisha,Small Manufacturing,Female,10th Pass,0,10634,17500,14000,6866,39.23,1,3366,24.04,1
33967,Tamil Nadu,Agriculture,Male,Diploma,17,25155,18000,22000,-7155,-39.75,0,-3155,-14.34,0
33968,Odisha,Construction,Male,5th Pass,9,10388,17500,9000,7112,40.64,1,-1388,-15.42,0
33969,Karnataka,Retail,Male,12th Pass,11,25290,21600,18000,-3690,-17.08,0,-7290,-40.5,0
33970,Karnataka,Retail,Female,12th Pass,8,14811,21600,18000,6789,31.43,1,3189,17.72,1
33971,Uttar Pradesh,Silk,Female,5th Pass,3,7252,19500,9000,12248,62.81,1,1748,19.42,1
33972,Tamil Nadu,Services,Male,12th Pass,12,22911,18000,18000,-4911,-27.28,0,-4911,-27.28,0
33973,Telangana,Agriculture,Female,Illiterate,15,11563,19500,7000,7937,40.7,1,-4563,-65.19,1
33974,Gujarat,Small Manufacturing,Female,Diploma,3,21622,21600,22000,-22,-0.1,0,378,1.72,0
33975,Uttar Pradesh,Small Manufacturing,Female,Diploma,1,15168,19500,22000,4332,22.22,1,6832,31.05,1
33976,Jharkhand,Food Processing,Male,5th Pass,10,10780,17800,9000,7020,39.44,1,-1780,-19.78,0
33977,Tamil Nadu,Construction,Male,5th Pass,0,8124,18000,9000,9876,54.87,1,876,9.73,0
33978,West Bengal,Food Processing,Male,5th Pass,2,7791,20400,9000,12609,61.81,1,1209,13.43,0
33979,Karnataka,Food Processing,Male,10th Pass,4,18133,21600,14000,3467,16.05,1,-4133,-29.52,0
33980,Uttar Pradesh,Manufacturing,Male,Graduate,0,35301,19500,32000,-15801,-81.03,0,-3301,-10.32,0
33981,Punjab,Chemicals,Female,12th Pass,35,27566,18500,18000,-9066,-49.01,0,-9566,-53.14,0
33982,Karnataka,IT Services,Male,Post-Graduate,0,52672,21600,45000,-31072,-143.85,0,-7672,-17.05,0
33983,Uttar Pradesh,Services,Female,Illiterate,3,7784,19500,7000,11716,60.08,1,-784,-11.2,1
33984,Assam,Construction,Male,Illiterate,8,11092,16800,7000,5708,33.98,1,-4092,-58.46,0
33985,Uttar Pradesh,Agriculture,Male,10th Pass,7,13355,19500,14000,6145,31.51,1,645,4.61,0
33986,Telangana,Agriculture,Male,Illiterate,17,12583,19500,7000,6917,35.47,1,-5583,-79.76,0
33987,Rajasthan,Agriculture,Female,Illiterate,15,10201,19500,7000,9299,47.69,1,-3201,-45.73,1
33988,Maharashtra,Construction,Male,10th Pass,10,16123,20400,14000,4277,20.97,1,-2123,-15.16,0
33989,Uttar Pradesh,Machinery,Male,Graduate,2,38239,19500,32000,-18739,-96.1,0,-6239,-19.5,0
33990,Rajasthan,Retail,Male,10th Pass,3,15675,19500,14000,3825,19.62,1,-1675,-11.96,0
33991,Jharkhand,Textiles,Female,10th Pass,9,14203,17800,14000,3597,20.21,1,-203,-1.45,1
33992,Maharashtra,Services,Female,10th Pass,10,13412,20400,14000,6988,34.25,1,588,4.2,1
33993,Odisha,Services,Male,Illiterate,0,5814,17500,7000,11686,66.78,1,1186,16.94,0
33994,Maharashtra,Agriculture,Female,10th Pass,19,16618,20400,14000,3782,18.54,1,-2618,-18.7,0
33995,Maharashtra,Leather,Female,10th Pass,4,11902,20400,14000,8498,41.66,1,2098,14.99,1
33996,Tamil Nadu,Chemicals,Female,Post-Graduate,7,32449,18000,45000,-14449,-80.27,0,12551,27.89,0
33997,Rajasthan,Manufacturing,Male,5th Pass,0,10633,19500,9000,8867,45.47,1,-1633,-18.14,0
33998,Maharashtra,Agriculture,Male,Illiterate,23,16089,20400,7000,4311,21.13,1,-9089,-129.84,0
33999,Maharashtra,Food Processing,Male,Post-Graduate,11,49648,20400,45000,-29248,-143.37,0,-4648,-10.33,0
34000,Uttar Pradesh,Manufacturing,Male,10th Pass,4,17772,19500,14000,1728,8.86,1,-3772,-26.94,0
34001,Uttar Pradesh,Manufacturing,Male,10th Pass,9,17630,19500,14000,1870,9.59,1,-3630,-25.93,0
34002,Tamil Nadu,Leather,Male,10th Pass,2,16028,18000,14000,1972,10.96,1,-2028,-14.49,0
34003,Jharkhand,Machinery,Male,12th Pass,0,18891,17800,18000,-1091,-6.13,0,-891,-4.95,0
34004,Assam,Chemicals,Male,12th Pass,7,16640,16800,18000,160,0.95,1,1360,7.56,0
34005,Tamil Nadu,Retail,Male,10th Pass,6,16797,18000,14000,1203,6.68,1,-2797,-19.98,0
34006,Tamil Nadu,Agriculture,Female,10th Pass,7,15981,18000,14000,2019,11.22,1,-1981,-14.15,0
34007,Gujarat,IT Services,Male,Diploma,7,28515,21600,22000,-6915,-32.01,0,-6515,-29.61,0
34008,Odisha,Silk,Female,12th Pass,12,16505,17500,18000,995,5.69,1,1495,8.31,0
34009,Maharashtra,Manufacturing,Male,5th Pass,5,11456,20400,9000,8944,43.84,1,-2456,-27.29,0
34010,Madhya Pradesh,Construction,Male,5th Pass,9,9725,18000,9000,8275,45.97,1,-725,-8.06,0
34011,Maharashtra,Chemicals,Male,Diploma,13,24889,20400,22000,-4489,-22.0,0,-2889,-13.13,0
34012,Karnataka,Agriculture,Female,Illiterate,11,8175,21600,7000,13425,62.15,1,-1175,-16.79,1
34013,Uttar Pradesh,Agriculture,Female,Illiterate,27,11088,19500,7000,8412,43.14,1,-4088,-58.4,1
34014,Tamil Nadu,Construction,Male,10th Pass,7,17867,18000,14000,133,0.74,1,-3867,-27.62,0
34015,Uttar Pradesh,Manufacturing,Female,10th Pass,4,15445,19500,14000,4055,20.79,1,-1445,-10.32,0
